"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Thlaspi arvense","Brassicales","Brassicaceae","Thlaspi","Thlaspi arvense","Hermaphrodite","partially_self_compatible","medium",40,"Open","actinomorphic",150,30,30,5,6.631225,0.2,12,"herb","Short lived",0.3,"yes"
"Thymelaea hirusta","Malvales","Thymelaeaceae","Thymelaea","Thymelaea hirsuta","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",400,3,11,3.75,2.5,0.25,1,"shrub","Perennial",1.5,"yes"
"Thymophylla_pentachaeta","Asterales","Asteraceae","Thymophylla","Thymophylla pentachaeta","Hermaphrodite","self_compatible","low",17.39755,"Open","actinomorphic",10,1,8.5,8.5,5.5,3,120,"herb","Perennial",0.2,"yes"
"Thymus mastichina","Lamiales","Lamiaceae","Thymus","Thymus mastichina","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,15,55,3,14,20,4,"shrub","Perennial",0.4,"yes"
"Tibetia himalaica","Fabales","Fabaceae","Tibetia","Tibetia himalaica","Hermaphrodite","self_compatible","low",18.5492833333333,"Papilionaceous","zygomorphic",1,1,8,8,2.5,1,40.64605,"herb","Perennial",0.902445833333334,"yes"
"Tibouchina fraterna","Myrtales","Melastomataceae","Tibouchina","Tibouchina fraterna","Hermaphrodite","self_compatible","low",0,"Open","actinomorphic",150,4,100,30,5,15,78.77,"shrub","Perennial",2.00070833333333,"no"
"Tilia americana","Malvales","Malvaceae","Tilia","Tilia americana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5000,5,90,12,11,5,10,"tree","Perennial",30,"yes"
"Tillandsia didisticha","Poales","Bromeliaceae","Tillandsia","Tillandsia didisticha","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,25,4,17.5,8.1,131,"herb","Perennial",0.15,"yes"
"Timonius flavescens","Gentianales","Rubiaceae","Timonius","Timonius sechellensis","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,5,3,3,6.5,6,4,"tree","Perennial",6,"yes"
"Tiquilia darwinii","Boraginales","Boraginaceae","Tiquilia","Tiquilia darwinii","Hermaphrodite","self_compatible","low",19.54745,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,"yes"
"Tiquilia fusca","Boraginales","Boraginaceae","Tiquilia","Tiquilia fusca","Hermaphrodite","self_compatible","low",19.54745,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,"yes"
"Tococa nitens","Myrtales","Melastomataceae","Tococa","Tococa nitens","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1000,20,60,22,5,12.1,239.83,"shrub","Perennial",3.25,"no"
"Toddalia asiatica","Sapindales","Rutaceae","Toddalia","Toddalia asiatica","Dioecious","dioecious","none",0,"Open","actinomorphic",750,30,4.9,3.1,1,2,2,"vine","Perennial",8.5,"no"
"Torilis japonica","Apiales","Apiaceae","Torilis","Torilis japonica","Hermaphrodite","self_compatible","low",20.2683819444444,"Open","zygomorphic",80,80,100,5,1,0.1,4,"herb","Short lived",0.475,"yes"
"Tournefortia psilostachya","Boraginales","Boraginaceae","Tournefortia","Tournefortia psilostachya","Hermaphrodite","self_compatible","low",24.6,"Tube","actinomorphic",2800.63,50,90,5,5,1,4,"tree","Perennial",0.3,"yes"
"Tournefortia pubescens","Boraginales","Boraginaceae","Tournefortia","Tournefortia pubescens","Hermaphrodite","self_compatible","low",9.7,"Tube","actinomorphic",500,100,90,3.26,3.91,1,3.1,"shrub","Perennial",2.5,"yes"
"Tournefortia rufo-sericea","Boraginales","Boraginaceae","Tournefortia","Tournefortia rufo-sericea","Hermaphrodite","self_compatible","high",80,"Tube","actinomorphic",1066.58416666667,40,60,4,5,1,4,"shrub","Perennial",1.5,"yes"
"Rhus toxicodendron","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron pubescens","Hermaphrodite","self_compatible","low",12.232,"Open","actinomorphic",75,75,35,2.1,0.6,0.5,1,"shrub","Perennial",0.75,"yes"
"Tradescantia pilosa","Commelinales","Commelinaceae","Tradescantia","Tradescantia subaspera","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,2,25,25,1.5,4,6,"herb","Perennial",0.675,"no"
"Tradescantia brevicaulis","Commelinales","Commelinaceae","Tradescantia","Tradescantia virginiana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3,3,35,35,10,3,6,"herb","Perennial",0.15,"no"
"Trema orientalis","Rosales","Cannabaceae","Trema","Trema orientalis","Dioecious","dioecious","none",0,"Open","actinomorphic",5771.84166666667,15,15,3.5,3.5,2.1,1,"tree","Perennial",7.5,"no"
"Tribulus cistoides","Zygophyllales","Zygophyllaceae","Tribulus","Tribulus cistoides","Hermaphrodite","self_compatible","medium",36,"Open","actinomorphic",30,1,25,25,0.5,4,17.5,"herb","Short lived",2.8,"yes"
"Trifolium arvense","Fabales","Fabaceae","Trifolium","Trifolium arvense","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",100,45,20,2,5,4,4,"herb","Short lived",0.25,"yes"
"Trifolium campestre","Fabales","Fabaceae","Trifolium","Trifolium campestre","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",150,30,12,3,4.75,1,4,"herb","Short lived",0.15,"no"
"Trifolium dubium","Fabales","Fabaceae","Trifolium","Trifolium dubium","Hermaphrodite","self_compatible","high",100,"Papilionaceous","actinomorphic",100,15,20,8.5,8.5,1,2,"herb","Short lived",0.27,"no"
"Trifolium hybridum","Fabales","Fabaceae","Trifolium","Trifolium hybridum","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",500,40,25,4,7.5,2.5,2,"herb","Short lived",0.45,"yes"
"Trifolium pratense","Fabales","Fabaceae","Trifolium","Trifolium pratense","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",200,30,60,6.75,15,7,2.5,"herb","Perennial",0.325,"yes"
"Trifolium reflexum","Fabales","Fabaceae","Trifolium","Trifolium reflexum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",150,30,35,4.5,9,3,12,"herb","Short lived",0.35,"yes"
"Trifolium repens","Fabales","Fabaceae","Trifolium","Trifolium repens","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",75,25,15,3,9,3,4,"herb","Perennial",0.2,"yes"
"Trigonotis brevipes","Boraginales","Boraginaceae","Trigonotis","Trigonotis brevipes","Hermaphrodite","self_compatible","low",16.8283,"Open","actinomorphic",30,10,6,3,3.48446904761905,0.1,4,"herb","Perennial",0.2,"yes"
"Trillium sessile","Liliales","Melanthiaceae","Trillium","Trillium sessile","Hermaphrodite","self_compatible","low",13.9224,"Open","actinomorphic",1,1,80,8,25,20,12,"herb","Perennial",0.1,"no"
"Specularia perfoliata","Asterales","Campanulaceae","Triodanis","Triodanis perfoliata","Hermaphrodite","self_compatible","medium",100,"Open","actinomorphic",20,4,30,10.5,5.25,4.5,200,"herb","Short lived",0.55,"no"
"Triosteum perfoliatum","Dipsacales","Caprifoliaceae","Triosteum","Triosteum perfoliatum","Hermaphrodite","self_compatible","low",13.800625,"Tube","zygomorphic",25,5,40,5.5,16,20,5,"herb","Perennial",0.9,"yes"
"Tripogandra glandulosa","Commelinales","Commelinaceae","Tripogandra","Tripogandra glandulosa","Hermaphrodite","self_compatible","medium",54.6273444444445,"Open","actinomorphic",50,10,35,9.5,2.5,2,6,"herb","Short lived",0.25,"no"
"Tristhema mauritiana","Myrtales","Melastomataceae","Tristemma","Tristemma mauritianum","Hermaphrodite","partially_self_compatible","low",11.534525,"Open","actinomorphic",50,4,30,30,9.28315357142857,1.5,83.117075,"herb","Perennial",0.75,"no"
"Trochetia blackburniana","Malvales","Malvaceae","Trochetia","Trochetia blackburniana","Hermaphrodite","self_compatible","low",6.4,"Campanulate","actinomorphic",20,1,30,30,24.1,10,22.5,"shrub","Perennial",2.5,"yes"
"Trollius europaeus","Ranunculales","Ranunculaceae","Trollius","Trollius europaeus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,1,37.5,37.5,20,1,360,"herb","Perennial",0.45,"yes"
"Trollius vaginatus","Ranunculales","Ranunculaceae","Trollius","Trollius vaginatus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1,3.97,30.1,30.1,5,31.12,360,"herb","Perennial",0.075,"no"
"Trollius yunnanensis","Ranunculales","Ranunculaceae","Trollius","Trollius yunnanensis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5,1,23.1,23.1,4,1,360,"herb","Perennial",0.5,"no"
"Tuberaria guttata","Malvales","Cistaceae","Tuberaria","Tuberaria guttata","Hermaphrodite","self_compatible","high",90,"Open","actinomorphic",5,1,11.5,11.5,3,1,60,"herb","Short lived",0.15,"no"
"Turnera angustifolia","Malpighiales","Passifloraceae","Turnera","Turnera angustifolia","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",25,1,50,50,20.17645,8.16,38.25,"shrub","Perennial",0.6,"yes"
"Turraea rigida","Sapindales","Meliaceae","Turraea","Turraea rigida","Hermaphrodite","self_compatible","low",13.57715,"Open","actinomorphic",10,2,30,30,15,15,6,"tree","Perennial",1.5,"yes"
"Ulex australis","Fabales","Fabaceae","Ulex","Ulex parviflorus","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",750,5,20,2.5,7.25,7,2,"shrub","Perennial",1,"no"
"Ulmus americana","Rosales","Ulmaceae","Ulmus","Ulmus americana","Monoecious","monoecious","none",0,"Open","actinomorphic",5000,15,20,3,2.1,2,1,"tree","Perennial",28,"yes"
"Ulmus fulva","Rosales","Ulmaceae","Ulmus","Ulmus rubra","Monoecious","monoecious","none",0,"Brush","actinomorphic",5000,5,8,0.5,1,2,1,"tree","Perennial",26.5,"yes"
"Urospermum picrioides","Asterales","Asteraceae","Urospermum","Urospermum picroides","Hermaphrodite","self_compatible","low",17.5337,"Capitulum","actinomorphic",5,5,20,20,17.5,10.5,40,"herb","Short lived",0.3,"yes"
"Uvularia grandiflora","Liliales","Colchicaceae","Uvularia","Uvularia grandiflora","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",5,1,35,35,37.5,10,12,"herb","Perennial",0.4,"yes"
"Vaccinium euryanthum","Ericales","Ericaceae","Vaccinium","Vaccinium euryanthum","Hermaphrodite","self_compatible","low",0.12,"Campanulate","actinomorphic",80,15,30,10,10,10,85.93,"shrub","Perennial",0.75,"yes"
"Vaccinium myrtilloides","Ericales","Ericaceae","Vaccinium","Vaccinium myrtilloides","Hermaphrodite","partially_self_compatible","none",0,"Campanulate","actinomorphic",50,5,4.4,4.4,6,6,63,"shrub","Perennial",0.4,"yes"
"Vaccinium myrtillus","Ericales","Ericaceae","Vaccinium","Vaccinium myrtillus","Hermaphrodite","self_compatible","medium",35,"Tube","actinomorphic",50,1,30,5.8,5,4.7,90.8,"shrub","Perennial",0.5,"yes"
"Vaccinium puberulum","Ericales","Ericaceae","Vaccinium","Vaccinium puberulum","Hermaphrodite","partially_self_compatible","low",13,"Campanulate","actinomorphic",80,15,7.5,2.5,4,4,77,"shrub","Perennial",2,"yes"
"Vaccinium uliginosum","Ericales","Ericaceae","Vaccinium","Vaccinium uliginosum","Hermaphrodite","partially_self_compatible","medium",40,"Campanulate","actinomorphic",50,3,15,3.25,4.5,3.8,84.9,"shrub","Perennial",0.75,"yes"
"Vaccinium vitis-idaea","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea","Hermaphrodite","partially_self_compatible","medium",35,"Campanulate","actinomorphic",50,6,20,4.8,6.5,6.9,64.1,"shrub","Perennial",0.2,"yes"
"Vaccinium wrightii","Ericales","Ericaceae","Vaccinium","Vaccinium wrightii","Hermaphrodite","partially_self_compatible","low",13,"Campanulate","actinomorphic",200,20,40,5.5,6,10,77,"shrub","Perennial",4.5,"yes"
"Acacia macracantha","Fabales","Fabaceae","Vachellia","Vachellia macracantha","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10000,140,10,2,2,3,16,"tree","Perennial",5,"yes"
"Valeriana flaccidissima","Dipsacales","Caprifoliaceae","Valeriana","Valeriana flaccidissima","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",45,45,50,4.5,3,3.5,1,"herb","Perennial",0.5,"yes"
"Valeriana officinalis","Dipsacales","Caprifoliaceae","Valeriana","Valeriana officinalis","Dioecious","self_compatible","low",13,"Tube","zygomorphic",200,200,26,3.3,5,6.25,1,"herb","Perennial",0.7,"no"
"Valerianella radiata","Dipsacales","Caprifoliaceae","Valerianella","Valerianella radiata","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",200,15,20,3,1.5,3.5,1,"herb","Short lived",3,"yes"
"Vallesia glabra","Gentianales","Apocynaceae","Vallesia","Vallesia glabra","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",500,10,40,6,7.5,7.5,3,"tree","Perennial",4,"yes"
"Verbascum thapsus","Lamiales","Scrophulariaceae","Verbascum","Verbascum thapsus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",50,50,80,27.5,14.5,14.5,3,"herb","Short lived",1,"no"
"Verbena bracteosa","Lamiales","Verbenaceae","Verbena","Verbena bracteata","Hermaphrodite","self_compatible","medium",33,"Tube","zygomorphic",100,5,10,2.1,7,0.6,4,"herb","Short lived",0.3,"yes"
"Verbena hastata","Lamiales","Verbenaceae","Verbena","Verbena hastata","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",100,100,120,4.5,4.4,1.25,5,"herb","Perennial",1.2,"yes"
"Verbena stricta","Lamiales","Verbenaceae","Verbena","Verbena stricta","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,10,25,7,6,1.5,5,"herb","Short lived",0.75,"yes"
"Verbena urticaefolia","Lamiales","Verbenaceae","Verbena","Verbena urticifolia","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",75,75,70,2.5,3,0.5,5,"herb","Short lived",1,"yes"
"Actinomeris alternifolia","Asterales","Asteraceae","Verbesina","Verbesina alternifolia","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",20,20,65,12.5,4,5.3,70.5,"herb","Perennial",1.15,"yes"
"Verbesina helianthoides","Asterales","Asteraceae","Verbesina","Verbesina helianthoides","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",3,3,75,25.2,35,5.2,70.5,"herb","Perennial",0.9,"yes"
"Vernonia fasciculata","Asterales","Asteraceae","Vernonia","Vernonia fasciculata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,50,100,6,4,10,18.5,"herb","Perennial",1.2,"yes"
"Veronica arvensis","Lamiales","Plantaginaceae","Veronica","Veronica arvensis","Hermaphrodite","self_compatible","medium",50.5,"Open","actinomorphic",2,1,3,3,1,0.7,30,"herb","Short lived",0.125,"yes"
"Veronica beccabunga","Lamiales","Plantaginaceae","Veronica","Veronica beccabunga","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",60,15,2,2,6,3,61,"herb","Perennial",0.45,"yes"
"Hebe brachysiphon","Lamiales","Plantaginaceae","Veronica","Veronica brachysiphon","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",150,20,20,4.5,3.5,5.7,21,"shrub","Perennial",1.3,"yes"
"Veronica chamaedrys","Lamiales","Plantaginaceae","Veronica","Veronica chamaedrys","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",4,4,11,11,1,4,16,"herb","Perennial",0.195,"yes"
"Parahebe decora","Lamiales","Plantaginaceae","Veronica","Veronica decora","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",100,6,35,9,7.5,3.5,30,"herb","Perennial",0.03,"yes"
"Hebe epacridea","Lamiales","Plantaginaceae","Veronica","Veronica epacridea","Hermaphrodite","self_compatible","low",19.3523257142857,"Tube","actinomorphic",400,20,15,3.1,1.9,4.75,20,"shrub","Perennial",0.2,"yes"
"Hebe odora","Lamiales","Plantaginaceae","Veronica","Veronica odora","Hermaphrodite","self_compatible","low",15.2394,"Tube","actinomorphic",2000,40,15,1.5,3.25,5.35,21,"shrub","Perennial",1.3,"yes"
"Veronica peregrina","Lamiales","Plantaginaceae","Veronica","Veronica peregrina","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",2,2,6,2.1,1.8,0.25,30,"herb","Short lived",0.175,"yes"
"Hebe pinguifolia","Lamiales","Plantaginaceae","Veronica","Veronica pinguifolia","Hermaphrodite","self_compatible","low",18.3401875,"Tube","actinomorphic",2000,20,25,5.5,1.5,4.25,32,"shrub","Perennial",0.3,"yes"
"Veronica_polita","Lamiales","Plantaginaceae","Veronica","Veronica polita","Hermaphrodite","self_compatible","medium",53.9510728070176,"Open","zygomorphic",15,1,5.5,5.5,2,1.3,11.75,"herb","Short lived",0.15,"yes"
"Hebe salicifolia","Lamiales","Plantaginaceae","Veronica","Veronica salicifolia","Hermaphrodite","self_compatible","low",11.7258,"Tube","zygomorphic",5000,80,20,5,6,4.75,30,"shrub","Perennial",2.5,"yes"
"Veronica serpyllifolia","Lamiales","Plantaginaceae","Veronica","Veronica serpyllifolia","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",40,5,8,8,2.8,2.25,59,"herb","Perennial",0.125,"yes"
"Hebe subalpina","Lamiales","Plantaginaceae","Veronica","Veronica subalpina","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",1000,20,22,4.5,2.5,6,30,"shrub","Perennial",1,"yes"
"Veronica virginica","Lamiales","Plantaginaceae","Veronicastrum","Veronicastrum virginicum","Hermaphrodite","self_compatible","low",15.2485357142857,"Tube","zygomorphic",1000,1000,20,3.1,6.1,8,10.6748,"herb","Perennial",1.4,"yes"
"Viburnum phlebotricum","Dipsacales","Adoxaceae","Viburnum","Viburnum phlebotricum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1904.225,387.851666666667,44.2207083333333,5,1,1.78125,31.12,"herb","Perennial",1.5,"yes"
"Viburnum plicatum","Dipsacales","Adoxaceae","Viburnum","Viburnum plicatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",7500,60,20,4.1,1,0.5,31.12,"shrub","Perennial",1,"yes"
"Viburnum prunifolium","Dipsacales","Adoxaceae","Viburnum","Viburnum prunifolium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",6000,50,100,8.1,3,0.7,31.12,"shrub","Perennial",1,"yes"
"Viburnum pubescens","Dipsacales","Adoxaceae","Viburnum","Viburnum pubescens","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",6000,50,30,3,1.5,1,31.12,"shrub","Perennial",2.5,"yes"
"Vicia cracca","Fabales","Fabaceae","Vicia","Vicia cracca","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",250,15,19.5,6.5,11,11,5.5,"vine","Perennial",1,"yes"
"Vicea lutea","Fabales","Fabaceae","Vicia","Vicia lutea","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,1,11.25,11.25,22.5,2,4.5,"herb","Short lived",0.75,"yes"
"Vicia nummularia","Fabales","Fabaceae","Vicia","Vicia nummularia","Hermaphrodite","self_compatible","low",15.02935,"Tube","zygomorphic",282.499166666667,50.1725,16,3.5,8.1,6,5,"herb","Perennial",0.5,"yes"
"Vicia sativa","Fabales","Fabaceae","Vicia","Vicia sativa","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",50,1,8.5,8.5,20,1.1,5.6,"herb","Short lived",0.27,"yes"
"Vicia sepium","Fabales","Fabaceae","Vicia","Vicia sepium","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",75,5,13.5,13.5,13.5,9,5,"herb","Perennial",0.5,"yes"
"Vicia venosa","Fabales","Fabaceae","Vicia","Vicia venosa","Hermaphrodite","self_compatible","low",14.7201833333333,"Tube","zygomorphic",30,5,20,5,13,13,8,"herb","Perennial",0.6,"yes"
"Vigna luteola","Fabales","Fabaceae","Vigna","Vigna luteola","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",20,3,19,19,19,19,7.5,"herb","Short lived",1.25,"yes"
"Vigna marina","Fabales","Fabaceae","Vigna","Vigna marina","Hermaphrodite","self_compatible","low",15.8125944444444,"Papilionaceous","zygomorphic",10,1,16,16,12,12,7.5,"vine","Perennial",1,"yes"
"Viola verecunda","Malpighiales","Violaceae","Viola","Viola arcuata","Hermaphrodite","self_compatible","low",14.0144944444444,"Campanulate","zygomorphic",5,1,32.5,32.5,20,1.3,37.7,"herb","Perennial",0.18,"yes"
"Viola biflora","Malpighiales","Violaceae","Viola","Viola biflora","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",5,1,10,10,8,1,37.7,"herb","Perennial",0.09,"yes"
